period,application_name,b_2_b_transactions_value_cr,b_2_b_transactions_volume_mn,b_2_c_transactions_value_cr,b_2_c_transactions_volume_mn,customer_initiated_transactions_value_cr,customer_initiated_transactions_volume_mn,onus_transactions_value_cr,onus_transactions_volume_mn,total_value_cr,total_volume_mn,upi_application_name,upi_value_cr,upi_volume_mn
2026-02,One Card #,0.0,0.0,0.0,0.0,684.4,0.57,0,0,684.4,0.57,,,
2026-02,DBS Digibank Apps,0.58,0.0,33.31,0.04,171.35,0.51,0,0,205.24,0.55,,,
2026-02,Fino Payments Bank Apps,0.0,0.0,0.0,0.0,51.55,0.52,0,0,51.55,0.52,,,
2026-02,Salary Se #,0.0,0.0,0.0,0.0,38.44,0.48,0,0,38.44,0.48,,,
2026-02,Central Bank of India Apps,0.0,0.0,0.0,0.0,165.55,0.47,0,0,165.55,0.47,,,
2026-02,Rapipay,0.0,0.0,0.0,0.0,33.53,0.47,0,0,33.53,0.47,,,
2026-02,Standard Chartered Bank Apps,0.2,0.0,13.89,0.34,95.62,0.12,0,0,109.71,0.46,,,
2026-02,Spice Money,0.0,0.0,0.0,0.0,35.08,0.39,0,0,35.08,0.39,,,
2026-02,ESAF Small Finance Bank Apps,0.0,0.0,0.0,0.0,38.36,0.35,0,0,38.36,0.35,,,
2026-02,Tata Pay #,0.0,0.0,0.0,0.0,101.76,0.29,0,0,101.76,0.29,,,
2026-02,Bank of India Apps,0.0,0.0,0.0,0.0,89.73,0.26,0,0,89.73,0.26,,,
2026-02,Karnataka Bank Apps,0.01,0.0,0.0,0.0,63.37,0.26,0,0,63.38,0.26,,,
2026-02,IDBI Bank Apps,0.0,0.0,0.0,0.0,94.62,0.19,0,0,94.62,0.19,,,
2026-02,Obopay,0.0,0.0,0.0,0.0,30.31,0.19,0,0,30.31,0.19,,,
2026-02,Saathi by PayNearBy #,0.0,0.0,0.0,0.0,23.54,0.19,0,0,23.54,0.19,,,
2026-02,True Balance,0.0,0.0,0.0,0.0,6.55,0.19,0,0,6.55,0.19,,,
2026-02,Dhani,0.0,0.0,0.0,0.0,8.16,0.19,0,0,8.16,0.19,,,
2026-02,TwidPay #,0.0,0.0,0.0,0.0,14.73,0.14,0,0,14.73,0.14,,,
2026-02,Karur Vysya Bank Apps,0.0,0.0,0.0,0.0,46.09,0.13,0,0,46.09,0.13,,,
2026-02,Indian Overseas Bank Apps,0.0,0.0,0.0,0.0,37.83,0.12,0,0,37.83,0.12,,,
2026-02,Payworld,0.0,0.0,0.0,0.0,10.68,0.12,0,0,10.68,0.12,,,
2026-02,Tamilnad Mercantile Bank Apps,0.0,0.0,0.0,0.0,39.0,0.1,0,0,39.0,0.1,,,
2026-02,City Union Bank Apps,0.07,0.0,0.33,0.02,28.19,0.06,0,0,28.59,0.08,,,
2026-02,Cheq,0.0,0.0,0.0,0.0,7.5,0.08,0,0,7.5,0.08,,,
2026-02,Bank of Maharashtra Apps,0.0,0.0,0.0,0.0,22.32,0.06,0,0,22.32,0.06,,,
2026-02,Equitas Small Finance Bank Apps,0.0,0.0,0.0,0.0,16.45,0.06,0,0,16.45,0.06,,,
2026-02,LXME #,0.0,0.0,0.0,0.0,3.78,0.05,0,0,3.78,0.05,,,
2026-02,Curie Money #,0.0,0.0,0.0,0.0,2.96,0.05,0,0,2.96,0.05,,,
2026-02,Ultracash #,0.0,0.0,0.0,0.0,3.72,0.05,0,0,3.72,0.05,,,
2026-02,Unity Small Finance Bank Apps,0.0,0.0,0.0,0.0,11.21,0.05,0,0,11.21,0.05,,,
2026-02,Fave,0.0,0.0,0.0,0.0,8.37,0.04,0,0,8.37,0.04,,,
2026-02,ZET #,0.0,0.0,0.0,0.0,2.01,0.03,0,0,2.01,0.03,,,
2026-02,Punjab Sind Bank Apps,0.0,0.0,0.0,0.0,12.71,0.03,0,0,12.71,0.03,,,
2026-02,Others,6.73,0.15,0.0,0.0,239.63,2.89,0,0,246.36,3.04,,,
2026-03,Phone Pe #,0.0,0.0,0.0,0.0,1448286.63,10503.81,0,0,1448286.63,10503.81,,,
2026-03,Google Pay #,0.0,0.0,0.0,0.0,999480.47,7535.71,0,0,999480.47,7535.71,,,
2026-03,Paytm #,0.0,0.0,0.0,0.0,192610.34,1770.0,0,0,192610.34,1770.0,,,
2026-03,Navi #,0.0,0.0,0.0,0.0,43044.76,790.34,0,0,43044.76,790.34,,,
2026-03,super.money #,0.0,0.0,0.0,0.0,14788.83,341.24,0,0,14788.83,341.24,,,
2026-03,BHIM,0.0,0.0,0.0,0.0,24718.8,202.44,0,0,24718.8,202.44,,,
2026-03,FamApp by Trio #,0.0,0.0,0.0,0.0,2250.14,168.6,0,0,2250.14,168.6,,,
2026-03,Cred #,0.0,0.0,0.0,0.0,62029.55,163.2,0,0,62029.55,163.2,,,
2026-03,Axis Bank Apps,11.77,0.08,7816.66,106.7,5352.4,28.63,0,0,13180.82,135.4,,,
2026-03,Whatsapp #,0.0,0.0,0.0,0.0,9917.41,130.74,0,0,9917.41,130.74,,,
2026-03,Kotak Mahindra Bank Apps,0.0,0.0,0.28,0.01,13889.78,114.65,0,0,13890.06,114.66,,,
2026-03,Amazon Pay #,0.0,0.0,0.0,0.0,10534.95,87.58,0,0,10534.95,87.58,,,
2026-03,Mobikwik #,0.0,0.0,0.0,0.0,9239.68,78.74,0,0,9239.68,78.74,,,
2026-03,HDFC Bank Apps,0.35,0.0,5194.75,43.22,11507.49,33.66,0,0,16702.59,76.89,,,
2026-03,Slice Small Finance Bank Apps,4.03,0.02,409.24,2.45,4382.27,47.77,0,0,4795.55,50.24,,,
2026-03,ICICI Bank Apps,2981.7,2.84,10452.4,20.64,7925.92,23.23,0,0,21360.03,46.71,,,
2026-03,IDFC Bank Apps,0.75,0.01,111.84,30.83,3516.14,14.86,,,3628.73,45.7,,,
2026-03,Yes Bank Apps,10.99,0.22,3568.89,38.79,3959.51,4.29,0,0,7539.4,43.29,,,
2026-03,India Post Payments Bank Apps,0.0,0.0,0.01,0.0,2107.06,19.51,0,0,2107.07,19.51,,,
2026-03,Airtel Payments Bank Apps,0.0,0.0,137.66,1.26,1480.56,17.53,0,0,1618.22,18.79,,,
2026-03,State Bank of India Apps,0.0,0.0,0.07,0.0,5470.95,18.15,0,0,5471.02,18.16,,,
2026-03,Groww #,0.0,0.0,0.0,0.0,12851.64,16.4,0,0,12851.64,16.4,,,
2026-03,Bajaj Finserv #,0.0,0.0,0.0,0.0,2879.05,13.67,0,0,2879.05,13.67,,,
2026-03,RBL Bank Apps,39.79,0.14,4294.85,10.71,225.89,0.54,0,0,4560.53,11.39,,,
2026-03,Samsung Pay #,0.0,0.0,0.0,0.0,743.38,11.0,0,0,743.38,11.0,,,
2026-03,Jio Payments Bank Apps,0.0,0.0,0.0,0.0,509.61,7.77,0,0,509.61,7.77,,,
2026-03,Federal Bank Apps,0.0,0.0,7.71,0.01,2168.04,7.43,0,0,2175.75,7.43,,,
2026-03,POP UPI #,0.0,0.0,0.0,0.0,571.1,7.38,0,0,571.1,7.38,,,
2026-03,Jupiter Money #,0.0,0.0,0.0,0.0,944.9,5.7,0,0,944.9,5.7,,,
2026-03,Deutsche Bank Apps,0.16,0.0,831.43,5.05,43.82,0.03,0,0,875.42,5.08,,,
2026-03,Ind Money #,0.0,0.0,0.0,0.0,1328.44,4.02,0,0,1328.44,4.02,,,
2026-03,Money View #,0.0,0.0,0.0,0.0,244.73,3.82,0,0,244.73,3.82,,,
2026-03,KreditBee #,0.0,0.0,0.0,0.0,179.15,3.68,0,0,179.15,3.68,,,
2026-03,Canara Bank Apps,0.0,0.0,0.0,0.0,1041.64,3.65,0,0,1041.64,3.65,,,
2026-03,Jammu and Kashmir Bank Apps,0.0,0.0,0.0,0.0,489.39,3.08,0,0,489.39,3.08,,,
2026-03,Kiwi #,0.0,0.0,0.0,0.0,500.02,2.79,0,0,500.02,2.79,,,
2026-03,Suryoday Bank Apps,3.6,0.1,9.93,2.68,0.0,0.0,0,0,13.52,2.78,,,
2026-03,Flipkart UPI #,0.0,0.0,0.0,0.0,124.89,2.69,0,0,124.89,2.69,,,
2026-03,Bharat Pe #,0.0,0.0,0.0,0.0,247.83,2.62,0,0,247.83,2.62,,,
2026-03,Omni Card,0.0,0.0,0.0,0.0,101.77,1.94,0,0,101.77,1.94,,,
2026-03,Fi Money #,0.0,0.0,0.0,0.0,330.74,1.92,0,0,330.74,1.92,,,
2026-03,Indian Bank Apps,114.09,0.11,0.0,0.0,396.92,1.58,0,0,511.01,1.69,,,
2026-03,Aditya Birla Capital Digital #,0.0,0.0,0.0,0.0,28.46,1.66,0,0,28.46,1.66,,,
2026-03,Bank of Baroda Apps,17.05,0.0,0.0,0.0,493.61,1.65,0,0,510.66,1.65,,,
2026-03,Punjab National Bank Apps,0.0,0.0,0.0,0.0,442.44,1.61,0,0,442.44,1.61,,,
2026-03,HSBC Bank Apps,0.25,0.01,4.19,0.62,181.8,0.92,0,0,186.24,1.55,,,
2026-03,Digikhata,0.0,0.0,0.0,0.0,539.13,1.49,0,0,539.13,1.49,,,
2026-03,Timepay #,0.0,0.0,0.0,0.0,25.98,1.34,0,0,25.98,1.34,,,
2026-03,IndusInd Bank Apps,0.04,0.0,65.45,0.67,142.77,0.54,0,0,208.26,1.21,,,
2026-03,Freo #,0.0,0.0,0.0,0.0,113.58,1.21,0,0,113.58,1.21,,,
2026-03,Union Bank Apps,0.0,0.0,0.0,0.0,302.43,1.0,0,0,302.43,1.0,,,
2026-03,AU Small Finance Bank Apps,0.0,0.0,0.7,0.0,316.04,0.97,0,0,316.74,0.97,,,
2026-03,South Indian Bank Apps,0.0,0.0,0.0,0.0,303.5,0.91,0,0,303.5,0.91,,,
2026-03,Jar #,0.0,0.0,0.0,0.0,24.98,0.82,0,0,24.98,0.82,,,
2026-03,Kredit Pe #,0.0,0.0,0.0,0.0,65.4,0.76,0,0,65.4,0.76,,,
2026-03,Fino Payments Bank Apps,0.0,0.0,0.0,0.0,65.29,0.71,0,0,65.29,0.71,,,
2026-03,UCO Bank Apps,0.0,0.0,0.0,0.0,179.36,0.63,0,0,179.36,0.63,,,
2026-03,One Card #,0.0,0.0,0.0,0.0,764.55,0.61,0,0,764.55,0.61,,,
2026-03,Salary Se #,0.0,0.0,0.0,0.0,53.47,0.6,0,0,53.47,0.6,,,
2026-03,DBS Digibank Apps,0.07,0.0,26.95,0.02,193.74,0.55,0,0,220.76,0.58,,,
2026-03,Shri Ram One #,0.0,0.0,0.0,0.0,73.76,0.55,0,0,73.76,0.55,,,
2026-03,Rapipay,0.0,0.0,0.0,0.0,33.28,0.54,0,0,33.28,0.54,,,
2026-03,Standard Chartered Bank Apps,0.26,0.0,23.9,0.38,117.26,0.13,0,0,141.43,0.51,,,
2026-03,Central Bank of India Apps,0.0,0.0,0.0,0.0,186.01,0.5,0,0,186.01,0.5,,,
2026-03,Spice Money,0.0,0.0,0.0,0.0,39.06,0.45,0,0,39.06,0.45,,,
2026-03,Saathi by PayNearBy #,0.0,0.0,0.0,0.0,38.42,0.33,0,0,38.42,0.33,,,
2026-03,Bank of India Apps,0.0,0.0,0.0,0.0,118.47,0.33,0,0,118.47,0.33,,,
2026-03,Tata Pay #,0.0,0.0,0.0,0.0,90.6,0.31,0,0,90.6,0.31,,,
2026-03,NSDL Payments Bank Apps,0.28,0.0,195.76,0.12,14.09,0.15,0,0,210.13,0.27,,,
2026-03,IDBI Bank Apps,0.0,0.0,0.0,0.0,114.74,0.23,0,0,114.74,0.23,,,
2026-03,Karnataka Bank Apps,0.01,0.0,0.0,0.0,60.16,0.22,0,0,60.16,0.22,,,
2026-03,Obopay,0.0,0.0,0.0,0.0,35.03,0.22,0,0,35.03,0.22,,,
2026-03,Dhani,0.0,0.0,0.0,0.0,8.95,0.19,0,0,8.95,0.19,,,
2026-03,True Balance,0.0,0.0,0.0,0.0,6.33,0.18,0,0,6.33,0.18,,,
2026-03,Karur Vysya Bank Apps,0.0,0.0,0.0,0.0,51.74,0.14,0,0,51.74,0.14,,,
2026-03,TwidPay #,0.0,0.0,0.0,0.0,14.32,0.14,0,0,14.32,0.14,,,
2026-03,Payworld,0.0,0.0,0.0,0.0,10.23,0.11,0,0,10.23,0.11,,,
2026-03,Tamilnad Mercantile Bank Apps,0.0,0.0,0.0,0.0,45.11,0.11,0,0,45.11,0.11,,,
2026-03,City Union Bank Apps,0.16,0.0,1.24,0.03,32.24,0.07,0,0,33.64,0.11,,,
2026-03,ESAF Small Finance Bank Apps,0.0,0.0,0.0,0.0,11.52,0.1,0,0,11.52,0.1,,,
2026-03,Indian Overseas Bank Apps,0.0,0.0,0.0,0.0,33.63,0.1,0,0,33.63,0.1,,,
2026-03,Cheq,0.0,0.0,0.0,0.0,7.18,0.08,0,0,7.18,0.08,,,
2026-03,Bank of Maharashtra Apps,0.0,0.0,0.0,0.0,30.38,0.08,0,0,30.38,0.08,,,
2026-03,Equitas Small Finance Bank Apps,0.0,0.0,0.0,0.0,19.58,0.07,0,0,19.58,0.07,,,
2026-03,Curie Money #,0.0,0.0,0.0,0.0,3.89,0.06,0,0,3.89,0.06,,,
2026-03,Fave,0.0,0.0,0.0,0.0,10.78,0.06,0,0,10.78,0.06,,,
2026-03,Unity Small Finance Bank Apps,0.0,0.0,0.0,0.0,15.04,0.06,0,0,15.04,0.06,,,
2026-03,Ultracash #,0.0,0.0,0.0,0.0,3.97,0.05,0,0,3.97,0.05,,,
2026-03,LXME #,0.0,0.0,0.0,0.0,4.01,0.05,0,0,4.01,0.05,,,
2026-03,ZET #,0.0,0.0,0.0,0.0,2.53,0.03,0,0,2.53,0.03,,,
2026-03,Punjab Sind Bank Apps,0.0,0.0,0.0,0.0,13.83,0.03,0,0,13.83,0.03,,,
2026-03,Others,8.67,0.17,0.0,0.0,326.08,3.38,0,0,334.75,3.55,,,
2026-04,Phone Pe #,0.0,0.0,0.0,0.0,1431722.5613297992,10330.303979,,,1431722.5613297992,10330.303979,,,
2026-04,Google Pay #,0.0,0.0,0.0,0.0,972068.420005001,7359.444662,,,972068.420005001,7359.444662,,,
2026-04,Paytm #,0.0,0.0,0.0,0.0,194317.76860332096,1778.059593,,,194317.76860332096,1778.059593,,,
2026-04,Navi #,0.0,0.0,0.0,0.0,42683.84940068697,801.868585,,,42683.84940068697,801.868585,,,
2026-04,super.money #,0.0,0.0,0.0,0.0,16365.126034387,369.405055,,,16365.126034387,369.405055,,,
2026-04,BHIM,0.0,0.0,0.0,0.0,25198.435842505987,210.173588,,,25198.435842505987,210.173588,,,
2026-04,FamApp by Trio #,0.0,0.0,0.0,0.0,2503.3119906569996,182.873413,,,2503.3119906569996,182.873413,,,
2026-04,Cred #,0.0,0.0,0.0,0.0,56569.0806640629,157.509997,,,56569.0806640629,157.509997,,,
2026-04,Whatsapp #,0.0,0.0,0.0,0.0,10498.21920845898,138.687311,,,10498.21920845898,138.687311,,,
2026-04,Axis Bank Apps,12.38,0.07,5017.72,97.45,5223.562405149999,28.288254,,,10253.663412364998,125.811857,,,
2026-04,Kotak Mahindra Bank Apps,0.0,0.0,0.29,0.01,13894.872211503985,116.186431,,,13895.159964258986,116.192629,,,
2026-04,Amazon Pay #,0.0,0.0,0.0,0.0,10067.742476972988,83.774217,,,10067.742476972988,83.774217,,,
2026-04,Mobikwik #,0.0,0.0,0.0,0.0,9186.344648103966,80.158103,,,9186.344648103966,80.158103,,,
2026-04,HDFC Bank Apps,0.46,0.0,5187.96,33.67,11362.73125466597,33.15219,,,16551.15322380397,66.825236,,,
2026-04,ICICI Bank Apps,2972.32,2.88,10599.92,36.13,7793.931389291987,22.942857,,,21366.17197792398,61.959958,,,
2026-04,Slice Small Finance Bank Apps,5.02,0.02,381.52,2.88,4769.4391919009995,52.788429,,,5155.977231589999,55.682687,,,
2026-04,Yes Bank Apps,12.93,0.21,4200.83,42.69,2889.441718901989,3.624622,,,7103.202168847989,46.522278,,,
2026-04,IDFC Bank Apps,1.86,0.02,146.35,12.09,3466.65090753499,14.750643,,,3614.8656023859903,26.855781999999998,,,
2026-04,Airtel Payments Bank Apps,0.0,0.0,209.57,1.75,1935.3383248769992,17.958038,,,2144.9111455029993,19.708104,,,
2026-04,State Bank of India Apps,0.0,0.0,0.06,0.0,5658.71406432499,19.063598,,,5658.77275682499,19.066916,,,
2026-04,India Post Payments Bank Apps,0.0,0.0,0.01,0.0,1968.1560465219902,17.189645,,,1968.1611386219902,17.189759,,,
2026-04,Groww #,0.0,0.0,0.0,0.0,12631.620073593891,14.657838,,,12631.620073593891,14.657838,,,
2026-04,Bajaj Finserv #,0.0,0.0,0.0,0.0,3027.375606598999,14.387697,,,3027.375606598999,14.387697,,,
2026-04,Unity Small Finance Bank Apps,0.0,0.08,1580.85,12.54,14.6279291079999,0.0603,,,1595.48082747,12.683757,,,
2026-04,Samsung Pay #,0.0,0.0,0.0,0.0,719.617210510999,10.821601,,,719.617210510999,10.821601,,,
2026-04,Bharat Pe #,0.0,0.0,0.0,0.0,236.53168827799988,2.296061,,,236.53168827799988,2.296061,,,
2026-04,Federal Bank Apps,0.0,0.0,8.36,0.01,2949.4939633929885,7.827066,,,2957.858426495988,7.8341330000000005,,,
2026-04,Jio Payments Bank Apps,0.0,0.0,0.0,0.0,471.0650029789998,7.320664,,,471.0650029789998,7.320664,,,
2026-04,KreditBee #,0.0,0.0,0.0,0.0,159.170020048999,7.002038,,,159.170020048999,7.002038,,,
2026-04,POP UPI #,0.0,0.0,0.0,0.0,579.4056688639998,6.886336,,,579.4056688639998,6.886336,,,
2026-04,RBL Bank Apps,31.06,0.07,3521.63,6.33,211.123731914999,0.517839,,,3763.8154641099904,6.910487,,,
2026-04,Jupiter Money #,0.0,0.0,0.0,0.0,914.663728615,5.543604,,,914.663728615,5.543604,,,
2026-04,Deutsche Bank Apps,0.11,0.0,866.81,4.75,39.108374839999996,0.02892,,,906.0217630359989,4.783666,,,
2026-04,Ind Money #,0.0,0.0,0.0,0.0,1238.388015309999,3.875766,,,1238.388015309999,3.875766,,,
2026-04,Jammu and Kashmir Bank Apps,0.0,0.0,0.0,0.0,514.717645824,3.638092,,,514.717645824,3.638092,,,
2026-04,Money View #,0.0,0.0,0.0,0.0,239.40152774899997,3.501976,,,239.40152774899997,3.501976,,,
2026-04,Canara Bank Apps,0.0,0.0,0.0,0.0,1014.380649811,3.343432,,,1014.380649811,3.343432,,,
2026-04,Flipkart UPI #,0.0,0.0,0.0,0.0,127.702909843,2.91298,,,127.702909843,2.91298,,,
2026-04,Suryoday Bank Apps,4.13,0.04,11.43,2.65,,,,,15.553211847,2.6941800000000002,,,
2026-04,Kiwi #,0.0,0.0,0.0,0.0,461.489343314999,2.413714,,,461.489343314999,2.413714,,,
2026-04,Omni Card,0.0,0.0,0.0,0.0,103.44736732699981,1.939128,,,103.44736732699981,1.939128,,,
2026-04,Indian Bank Apps,100.84,0.1,0.0,0.0,407.3811916459989,1.593865,,,508.2195853459989,1.6889390000000002,,,
2026-04,Punjab National Bank Apps,0.0,0.0,0.0,0.0,469.0889576429989,1.65532,,,469.0889576429989,1.65532,,,
2026-04,Bank of Baroda Apps,18.54,0.0,0.0,0.0,475.428937361998,1.619616,,,493.966469861998,1.622346,,,
2026-04,HSBC Bank Apps,0.27,0.01,4.01,0.63,175.5462597219989,0.94578,,,179.82658085899888,1.582114,,,
2026-04,Digikhata,0.0,0.0,0.0,0.0,556.235699725999,1.53158,,,556.235699725999,1.53158,,,
2026-04,Timepay #,0.0,0.0,0.0,0.0,17.936441097,0.817385,,,17.936441097,0.817385,,,
2026-04,IndusInd Bank Apps,0.09,0.0,92.36,0.89,142.8010228589999,0.536704,,,235.2558057819999,1.4276419999999999,,,
2026-04,Freo #,0.0,0.0,0.0,0.0,147.190806101,1.365579,,,147.190806101,1.365579,,,
2026-04,Jar #,0.0,0.0,0.0,0.0,27.1393369729999,1.037849,,,27.1393369729999,1.037849,,,
2026-04,Union Bank Apps,0.0,0.0,0.0,0.0,320.1983105429998,1.025216,,,320.1983105429998,1.025216,,,
2026-04,AU Small Finance Bank Apps,0.0,0.0,0.86,0.0,313.52751006799997,0.986525,,,314.38301256799997,0.986726,,,
2026-04,Aditya Birla Capital Digital #,0.0,0.0,0.0,0.0,20.827081981,0.97487,,,20.827081981,0.97487,,,
2026-04,Standard Chartered Bank Apps,0.51,0.01,61.49,0.81,105.857256626999,0.122957,,,167.8488617309989,0.94092,,,
2026-04,South Indian Bank Apps,0.0,0.0,0.0,0.0,289.263515952,0.892038,,,289.265632097,0.89205,,,
2026-04,Kredit Pe #,0.0,0.0,0.0,0.0,66.29496477400001,0.845314,,,66.29496477400001,0.845314,,,
2026-04,Salary Se #,0.0,0.0,0.0,0.0,59.7657966429999,0.785489,,,59.7657966429999,0.785489,,,
2026-04,Fino Payments Bank Apps,0.0,0.0,0.0,0.0,59.80680088399999,0.619884,,,59.80680088399999,0.619884,,,
2026-04,UCO Bank Apps,0.0,0.0,0.0,0.0,174.273535548,0.612339,,,174.273535548,0.612339,,,
2026-04,DBS Digibank Apps,0.04,0.0,20.97,0.02,181.62802199399889,0.532882,,,202.6345368879988,0.552259,,,
2026-04,Rapipay,0.0,0.0,0.0,0.0,32.3625663199999,0.545678,,,32.3625663199999,0.545678,,,
2026-04,Central Bank of India Apps,0.0,0.0,0.0,0.0,188.970395526999,0.53077,,,188.970395526999,0.53077,,,
2026-04,Shri Ram One #,0.0,0.0,0.0,0.0,60.601133293000004,0.530667,,,60.601133293000004,0.530667,,,
2026-04,One Card #,0.0,0.0,0.0,0.0,633.091626544,0.529279,,,633.091626544,0.529279,,,
2026-04,Fi Money #,0.0,0.0,0.0,0.0,98.0960133089999,0.491204,,,98.0960133089999,0.491204,,,
2026-04,Spice Money,0.0,0.0,0.0,0.0,37.817691778,0.426068,,,37.817691778,0.426068,,,
2026-04,Saathi by PayNearBy #,0.0,0.0,0.0,0.0,46.0992815669999,0.383545,,,46.0992815669999,0.383545,,,
2026-04,Tata Pay #,0.0,0.0,0.0,0.0,91.04177619000001,0.321385,,,91.04177619000001,0.321385,,,
2026-04,Bank of India Apps,0.0,0.0,0.0,0.0,113.81993899699991,0.313851,,,113.81993899699991,0.313851,,,
2026-04,NSDL Payments Bank Apps,0.21,0.0,167.03,0.11,15.461283498000002,0.175936,,,182.696741498,0.282486,,,
2026-04,Obopay,0.0,0.0,0.0,0.0,39.68300368499989,0.243732,,,39.68300368499989,0.243732,,,
2026-04,IDBI Bank Apps,0.0,0.0,0.0,0.0,120.32321569099992,0.238647,,,120.32321569099992,0.238647,,,
2026-04,Karnataka Bank Apps,0.01,0.0,0.01,0.0,62.7239978109998,0.237785,,,62.7453036109998,0.237797,,,
2026-04,City Union Bank Apps,0.26,0.0,1.13,0.11,31.4252758729999,0.071631,,,32.810298116999896,0.18158800000000003,,,
2026-04,Dhani,0.0,0.0,0.0,0.0,8.08897363699999,0.162991,,,8.08897363699999,0.162991,,,
2026-04,True Balance,0.0,0.0,0.0,0.0,5.6056432,0.158839,,,5.6056432,0.158839,,,
2026-04,Karur Vysya Bank Apps,0.0,0.0,0.0,0.0,44.7049037989999,0.12646,,,44.7049037989999,0.12646,,,
2026-04,Tamilnad Mercantile Bank Apps,0.0,0.0,0.0,0.0,42.710359071999996,0.10334,,,42.710359071999996,0.10334,,,
2026-04,Indian Overseas Bank Apps,0.0,0.0,0.0,0.0,32.02998119299999,0.094235,,,32.02998119299999,0.094235,,,
2026-04,Payworld,0.0,0.0,0.0,0.0,7.76975312299999,0.085584,,,7.76975312299999,0.085584,,,
2026-04,Bank of Maharashtra Apps,0.0,0.0,0.0,0.0,32.145964881999895,0.083207,,,32.145964881999895,0.083207,,,
2026-04,LXME #,0.0,0.0,0.0,0.0,4.920331919999989,0.07041,,,4.920331919999989,0.07041,,,
2026-04,Fave #,0.0,0.0,0.0,0.0,12.464045171999999,0.068521,,,12.464045171999999,0.068521,,,
2026-04,Curie Money #,0.0,0.0,0.0,0.0,4.439861911,0.067012,,,4.439861911,0.067012,,,
2026-04,Equitas Small Finance Bank Apps,0.0,0.0,0.0,0.0,17.966893522,0.0632,,,17.966893522,0.0632,,,
2026-04,Scapia #,0.0,0.0,0.0,0.0,24.7384078149999,0.054768,,,24.7384078149999,0.054768,,,
2026-04,Cheq,0.0,0.0,0.0,0.0,4.39953017999999,0.047977,,,4.39953017999999,0.047977,,,
2026-04,Ultracash #,0.0,0.0,0.0,0.0,4.03292473399999,0.046721,,,4.03292473399999,0.046721,,,
2026-04,ZET #,0.0,0.0,0.0,0.0,2.611462218,0.033551,,,2.611462218,0.033551,,,
2026-04,Punjab Sind Bank Apps,0.0,0.0,0.0,0.0,14.451431473999989,0.031497,,,14.451431473999989,0.031497,,,
2026-04,Others,7.57,0.17,0.0,0.0,296.92042895499964,3.213307,,,304.4919279799997,3.3784349999999996,,,
2026-05,Phone Pe #,0.0,0.0,0.0,0.0,1467168.6263014725,10734.583524,,,1467168.6263014725,10734.583524,,,
2026-05,Google Pay #,0.0,0.0,0.0,0.0,1002878.3432369679,7598.365549,,,1002878.3432369679,7598.365549,,,
2026-05,Paytm #,0.0,0.0,0.0,0.0,199103.37155817,1836.023142,,,199103.37155817,1836.023142,,,
2026-05,Navi #,0.0,0.0,0.0,0.0,43601.659957471005,824.109004,,,43601.659957471005,824.109004,,,
2026-05,super.money #,0.0,0.0,0.0,0.0,19422.72583422099,418.839503,,,19422.72583422099,418.839503,,,
2026-05,BHIM,0.0,0.0,0.0,0.0,26013.586597901,227.488752,,,26013.586597901,227.488752,,,
2026-05,FamApp by Trio #,0.0,0.0,0.0,0.0,2738.586187596,197.320721,,,2738.586187596,197.320721,,,
2026-05,Cred #,0.0,0.0,0.0,0.0,61002.43645367887,157.188434,,,61002.43645367887,157.188434,,,
2026-05,Whatsapp #,0.0,0.0,0.0,0.0,11425.01586001998,150.431918,,,11425.01586001998,150.431918,,,
2026-05,Axis Bank Apps,13.3901964129999,0.077211,7896.019575783019,105.994561,5275.739058288979,28.125723,,,13185.148830484997,134.197495,,,
2026-05,Kotak Mahindra Bank Apps,0.001938314,8.8e-05,0.302030764,0.006454,14335.850735603977,121.78993,,,14336.154704681978,121.79647200000001,,,
2026-05,Amazon Pay #,0.0,0.0,0.0,0.0,10634.560217176975,87.341759,,,10634.560217176975,87.341759,,,
2026-05,Mobikwik #,0.0,0.0,0.0,0.0,9626.566477736971,81.397143,,,9626.566477736971,81.397143,,,
2026-05,HDFC Bank Apps,0.44482553100000005,0.003966,5172.594362856001,30.887622,12155.762850439969,35.295712,,,17328.802038826972,66.18730000000001,,,
2026-05,Slice Small Finance Bank Apps,9.42683994599998,0.020684,391.536805099999,3.528818,5157.21196183799,57.810019,,,5558.175606883989,61.359521,,,
2026-05,Yes Bank Apps,14.195178428,0.252889,5006.162598906989,45.763342,2614.5016282349884,3.61434,,,7634.859405569977,49.630571,,,
2026-05,ICICI Bank Apps,3049.728503838,3.080757,10979.577355895972,20.741805,7816.69294086599,24.069103,,,21845.998800599962,47.891664999999996,,,
2026-05,IDFC Bank Apps,3.5646986389999995,0.022105,332.42880358399987,30.564833,3564.772374073999,15.338967,,,3900.765876296999,45.92590500000001,,,
2026-05,State Bank of India Apps,0.8773167,0.005135,19.664436402,0.064855,6022.314622966001,21.652319,,,6042.856376068001,21.722309,,,
2026-05,Unity Small Finance Bank Apps,5.61509999999996e-05,0.056151,2636.86047753602,18.883371,14.740745339999902,0.061946,,,2651.60127902702,19.001468,,,
2026-05,Airtel Payments Bank Apps,0.0,0.0,206.23004642,1.747365,1776.7549569479988,16.743409,,,1982.9850033679988,18.490774,,,
2026-05,India Post Payments Bank Apps,8.5e-05,1e-06,0.0043466,0.000123,2010.2297611899899,17.764914,,,2010.2341927899897,17.765038,,,
